Date,B1K,BHM,BMM,BMR,BMV,BMY,BND,BNQ,BO1,BOO,BQB,BTU,BTY,BXD,CFO,CIQ,CME,CPR,CQU,CTM,CYC,DBS,DCB,DDM,DHG,DID,DJN,DPI,DQV,DTM,DUY,DXO,DXZ,ENQ,EPX,EYT,FWO,GCV,GMU,GNH,GQI,HNH,HP1,HQU,IWO,JBH,JMV,JQM,KCI,KIY,MMD,NGH,NHS,NQM,NRH,OBC,ODN,OTU,PSH,PSJ,PTI,RBO,RCF,RVC,SFB,SID,SJP,SNE,TBS,TDH,TFL,THQ,THS,TIM,TLJ,TPM,TQL,TUP,TVO,TWX,TZE,UBI,UDM,UMT,UQN,UXF,WDY,XCD,XFT,XPS,XPX,XQM,YSP
2015-07-06,5.34,15.54,7.87,5.58551,4.27,3.149,13.44,6.07,32.209999,24.139999,8.41817,1.38,40.34,1.43,12.47,26.01,5.41392,12.99,0.964278,3.31,10.66,10.52,85.8349,9.13,6.67,4.53,21.48,79.540001,11.84,86.949997,32.540001000000004,12.94,0.75157,37.130001,4.50943,7.17,1.21228,6.705210000000001,33.130001,1.715,6.3,6.32,3.14298,4.3,4.29195,5.7582,7.31,3.81,19.1952,17.83,15.12,17.59,1.845,2.1,81.699997,32.2948,12.88,2.17,9.90289,20.780001,6.79,3.3865800000000004,13.98,2.36563,39.150002,61.98,51.16,7.24,0.44625,3.77,14.27,4.11,4.76,22.360001,1.87872,13.5,2.49,6.74079,14.1092,6.21,5.34,4.76,9.48205,6.12,8.71518,5.03106,2.94,32.270302,28.047001,9.90612,27.139999,33.6721,16.450001
2015-07-07,5.49,15.84,8.29,5.566669999999999,4.48,3.21725,13.73,6.28,33.029999,24.65,8.497869999999999,1.39,41.330002,1.44,12.74,26.25,5.54438,13.27,0.954438,3.29,10.9,10.67,87.217499,9.29,6.82,4.63,21.709999,80.150002,11.88,89.0,34.009998,13.07,0.766306,38.41,4.49057,7.24,1.21228,6.75297,34.02,1.785,6.34,6.42,3.23278,4.35,4.33036,5.84016,7.47,3.81,19.758301,18.190001,15.46,17.860001,1.88,2.1,82.760002,33.008801,13.09,2.24,9.92038,20.559999,7.0,3.65282,14.15,2.38519,40.630001,62.369999,51.740002,7.41,0.431539,3.84,14.48,4.19,4.72,22.76,1.88366,13.58,2.49,6.70596,14.2327,6.26,5.49,4.89,9.62837,6.27,8.94117,5.12933,2.97,33.5317,28.716,9.66152,27.4,34.185299,15.69
2015-07-08,5.22,15.6,7.94,5.35003,4.53,3.13926,13.62,6.21,32.27,24.41,8.3584,1.39,40.669998,1.425,12.53,25.43,5.45119,13.01,0.929839,3.15,10.65,10.42,85.3078,9.17,6.67,4.63,21.25,79.0,11.75,88.58000200000001,33.369999,12.54,0.736833,37.919998,4.35849,7.22,1.18774,6.68611,32.98,1.675,6.41,6.34,3.1629400000000003,4.28,4.22474,5.69672,7.12,3.71,19.758301,17.57,15.11,16.82,1.88,2.09,79.639999,32.159698,12.59,2.2,9.73667,19.74,6.83,3.5676300000000003,13.87,2.35586,41.279999,61.34,50.060001,7.6,0.431539,3.87,13.97,4.17,4.57,22.379999,1.90343,13.55,2.5,6.488230000000001,13.9135,6.13,5.44,4.79,9.48205,6.16,8.754489999999999,4.962280000000001,2.96,32.935799,28.267599,9.33226,27.32,33.178699,15.35
2015-07-09,5.3,15.37,8.0,5.227580000000001,4.09,3.12951,13.66,6.27,32.209999,24.84,8.26873,1.375,40.790001,1.485,12.53,25.879999,5.49779,12.97,0.949519,3.13,10.72,10.33,85.138702,9.21,6.68,4.59,21.559999,79.510002,11.74,88.449997,32.889999,12.49,0.731921,37.830002,4.43396,7.22,1.1828299999999998,6.8198300000000005,32.939999,1.785,6.37,6.27,3.14298,4.27,4.30156,5.69672,7.18,3.69,19.649599,17.67,15.1,16.799999,1.875,2.09,79.690002,31.9667,12.9,2.21,9.85915,19.9,6.81,3.62087,13.95,2.33631,41.139999,60.900002,50.889999,7.51,0.441346,3.87,14.19,4.14,4.55,22.4,1.87377,13.62,2.52,6.51436,13.8826,6.09,5.44,4.76,9.43327,6.18,8.725010000000001,4.98193,2.96,32.6577,28.402901,9.21937,26.83,33.080002,15.95
2015-07-10,5.27,15.6,8.01,5.30294,4.3,3.10026,13.6,6.21,32.25,24.559999,8.34843,1.365,41.130001,1.465,12.58,26.65,5.52574,13.05,0.939679,3.13,10.77,10.39,85.327698,9.25,6.76,4.61,21.950001,79.519997,11.77,88.059998,32.759998,12.79,0.736833,37.490002,4.49057,7.26,1.14848,6.762519999999999,33.009998,1.815,6.34,6.27,3.15296,4.27,4.23434,5.68647,7.27,3.71,19.294001,17.780001000000002,15.02,17.18,1.875,2.09,80.599998,31.9088,12.6,2.27,9.93788,20.110001,7.0,3.54632,13.79,2.31676,40.990002,61.169998,52.07,7.59,0.441346,3.81,14.43,4.14,4.61,22.370001,1.85894,13.62,2.51,6.63628,14.0165,6.08,5.39,4.79,9.41376,6.21,8.69553,5.0802,2.96,32.876202,28.3815,9.511,26.92,33.129299,15.75
2015-07-13,5.27,15.6,8.08,5.24642,4.35,3.09051,13.48,6.21,31.9,24.549999,8.368360000000001,1.36,41.040001,1.47,12.54,26.41,5.5071,12.96,0.92,3.04,10.73,10.21,84.721001,9.24,6.66,4.58,21.85,84.57,11.76,89.449997,32.630001,12.75,0.727009,38.119999,4.35849,7.19,1.14357,6.762519999999999,33.0,1.725,6.34,6.25,3.15296,4.28,4.23434,5.71721,7.2,3.68,19.2841,18.049999,15.1,17.200001,1.87,2.07,80.099998,31.7255,12.74,2.29,9.80666,20.01,6.89,3.67412,13.93,2.34608,40.950001,61.580002,51.529999,7.69,0.456058,3.8,14.03,4.09,4.65,22.559999,1.85894,13.61,2.49,6.51436,14.0062,5.99,5.38,4.76,9.43327,6.23,8.71518,5.05072,2.94,32.737099,28.2321,9.257,27.120001,32.8036,15.57
2015-07-14,5.33,15.88,8.19,5.27468,4.35,3.11001,13.83,6.29,32.200001,25.049999,8.597489999999999,1.39,42.150002,1.5,12.83,27.1,5.67483,13.04,0.92492,3.15,10.92,10.51,85.785202,9.38,6.82,4.66,22.52,86.5,12.1,92.199997,33.41,13.17,0.741745,38.630001,4.5283,7.35,1.10921,6.89624,33.419998,1.79,6.4,6.43,3.17291,4.4,4.30156,5.86065,7.65,3.77,19.6595,18.209999,15.47,17.48,1.89,2.11,81.910004,32.2948,12.93,2.31,9.82415,20.6,6.96,3.76997,14.25,2.39496,41.740002,63.040001,53.07,7.69,0.451154,3.85,14.13,4.2,4.71,23.040001,1.8886,13.8,2.58,6.62757,14.3151,6.25,5.48,4.85,9.47229,6.32,9.0296,5.21776,2.99,33.382702,28.858299,9.33226,27.719999,33.4846,15.42
2015-07-15,5.34,16.120001000000002,8.28,5.35003,4.22,3.11001,14.21,6.34,32.419998,25.17,8.73697,1.4,42.540001,1.485,12.92,26.9,5.74006,13.11,0.954438,3.35,11.2,10.61,86.650497,9.4,6.96,4.73,22.99,86.0,12.14,94.269997,34.23,13.32,0.741745,38.939999,4.51887,7.44,1.11412,6.9249,34.619999,1.775,6.45,6.46,3.20285,4.39,4.35917,5.95287,7.75,3.89,19.787901,18.74,15.63,17.4,1.9,2.13,82.290001,32.593899,13.2,2.31,10.0079,20.4,7.11,3.75932,14.39,2.4047400000000003,42.049999,64.540001,53.119999,7.71,0.465866,3.87,14.42,4.22,4.79,23.6,1.89849,13.91,2.58,6.81917,14.552,6.0,5.52,4.92,9.56009,6.38,8.94117,5.2669,2.99,33.7701,29.5914,9.45456,28.299999,34.501099,15.5
2015-07-16,5.38,16.23,8.38,5.397130000000001,4.23,3.12951,14.4,6.42,32.639999,25.110001,8.727,1.395,43.18,1.48,12.94,27.08,5.777340000000001,13.23,0.944599,3.22,11.22,10.65,87.486,9.17,6.96,4.73,23.360001,86.610001,12.12,93.849998,34.200001,13.31,0.70736,38.860001,4.5283,7.6,1.11412,6.99176,35.0,1.75,6.39,6.54,3.29265,4.44,4.435980000000001,5.93238,7.7,3.78,20.0151,18.84,15.72,17.51,1.945,2.12,83.110001,33.114899,13.02,2.32,9.8329,20.25,7.2,3.81257,14.67,2.42429,42.09,64.66999799999999,53.310001,7.8,0.451154,3.9,14.4,4.27,4.78,22.459999,1.90343,13.9,2.55,6.72337,14.5726,6.0,5.53,4.92,9.65764,6.46,9.0296,5.237419999999999,3.04,34.395802,29.7052,9.20996,28.18,34.116199,15.25
2015-07-17,5.43,16.370001000000002,8.53,5.27468,4.21,3.11001,14.36,6.37,32.439999,25.290001,8.717039999999999,1.4,43.049999,1.47,12.96,27.1,5.823930000000001,13.38,0.92492,3.32,11.2,10.63,87.505898,9.05,7.06,4.72,23.68,86.760002,12.11,93.900002,34.540001000000004,13.36,0.702447,39.549999,4.43396,7.56,1.11412,6.95355,34.549999,1.715,6.34,6.48,3.2826699999999995,4.45,4.435980000000001,5.96311,7.77,3.77,20.1436,18.780001,15.7,18.129999,1.925,2.07,83.510002,33.134201000000004,13.2,2.29,9.94663,19.9,7.04,3.86581,14.63,2.42429,42.689999,64.610001,53.009998,7.74,0.441346,3.9,14.57,4.25,4.8,21.860001,1.87377,13.82,2.53,6.671119999999999,14.5932,5.89,5.57,4.98,9.69666,6.42,9.0689,5.3062,3.02,34.336201,29.712299,9.30404,28.5,34.530701,15.45
2015-07-20,5.46,16.33,8.6,5.14281,4.29,3.06126,14.65,6.42,32.849998,25.299999,8.717039999999999,1.385,43.700001,1.47,13.01,26.99,5.91711,13.39,0.92,3.46,11.37,10.79,87.883797,9.04,7.16,4.73,23.41,88.510002,12.57,95.480003,34.610001000000004,13.37,0.712272,40.060001,4.50943,7.54,0.952154,6.93445,34.73,1.745,6.55,6.49,3.3126,4.43,4.42638,6.0041,7.81,3.75,20.1534,19.0,15.81,18.25,1.92,2.06,85.150002,33.230701,11.87,2.07,9.84165,19.809999,6.95,3.87646,14.75,2.43406,44.060001,65.099998,53.869999,7.74,0.3825,3.86,14.71,4.27,4.84,21.25,1.87872,13.93,2.59,6.566610000000001,14.7683,5.74,5.58,4.94,9.71617,6.42,9.03942,5.43394,2.98,34.366001000000004,29.8333,9.17233,28.58,34.323399,15.71
2015-07-21,5.47,16.219998999999998,8.64,5.199330000000001,4.27,3.227,14.63,6.43,33.049999,26.129999,8.82663,1.39,43.799999,1.49,13.13,26.82,5.92643,13.54,0.929839,3.55,11.25,10.9,87.625198,9.12,7.19,4.67,23.6,88.75,12.74,96.25,34.98,13.39,0.712272,40.169998,4.41509,7.6,0.927614,6.95355,35.639999,1.74,6.64,6.53,3.29265,4.47,4.36877,6.0450800000000005,7.98,3.74,20.4597,19.16,15.94,18.5,1.9,2.09,85.589996,33.549099,11.69,2.13,9.79791,19.84,7.22,3.88711,14.85,2.44384,44.0,65.730003,53.380001,7.73,0.362885,3.93,14.9,4.26,4.87,21.49,1.88366,14.0,2.64,6.50565,14.7992,5.72,5.6,4.98,9.70642,6.43,9.1082,5.4929,2.99,34.664001,30.046801,8.98418,28.76,34.323399,15.81
2015-07-22,5.37,15.78,8.5,5.02036,4.32,3.227,14.38,6.3,32.540001000000004,24.540001,8.587530000000001,1.35,43.139999,1.495,13.02,26.27,6.01029,13.38,0.91016,3.42,11.08,10.63,86.1632,9.07,7.1,4.64,23.360001,89.199997,12.36,94.620003,33.650002,13.13,0.702447,39.18,4.34906,7.53,0.981602,6.91535,35.259998,1.75,6.74,6.39,3.26271,4.43,4.29195,5.95287,7.67,3.67,20.657301,18.450001,15.66,18.440001,1.865,2.09,84.459999,33.076302,11.53,2.1,9.65794,19.4,7.01,3.88711,14.35,2.39496,43.25,64.110001,52.18,7.59,0.377596,3.91,14.73,4.21,4.86,20.950001,1.81939,13.78,2.64,6.31405,14.5932,5.64,5.54,4.77,9.56984,6.34,8.901869999999999,5.43394,2.94,34.117699,29.6625,8.90892,28.299999,33.652401,16.09
2015-07-23,5.34,15.69,8.51,5.0392,4.22,3.28549,14.3,6.35,32.150002,24.49,8.50783,1.35,43.209999,1.48,13.02,25.5,6.14075,13.36,0.9003209999999999,3.34,11.02,10.65,85.8349,9.04,7.12,4.6,23.76,89.83000200000001,12.25,94.239998,33.799999,13.46,0.702447,40.040001,4.311319999999999,7.49,1.06013,6.9249,35.84,1.645,6.87,6.35,3.26271,4.42,4.26315,5.94262,7.49,3.64,20.0942,18.66,15.52,18.629999,1.855,2.05,84.809998,32.902599,11.84,2.19,9.66669,19.299999,7.03,3.99361,14.49,2.39496,43.470001,64.440002,51.200001,7.64,0.362885,3.87,14.76,4.19,4.87,20.940001,1.83916,13.75,2.61,6.19212,14.6035,5.64,5.51,4.77,9.58935,6.35,9.04925,5.44377,2.92,34.028301,29.6056,8.805439999999999,28.08,33.1688,16.440001000000002
2015-07-24,5.32,15.67,8.48,4.99211,4.16,3.25625,14.36,6.37,32.049999,24.610001,8.727,1.32,43.240002,1.475,12.99,25.27,6.07552,13.3,0.9003209999999999,3.32,10.98,10.51,85.347603,9.1,6.98,4.53,23.34,89.639999,12.22,93.699997,33.93,13.4,0.687711,39.540001,4.34906,7.53,0.98651,6.9249,35.68,1.66,6.85,6.32,3.23278,4.39,4.31116,5.94262,7.48,3.71,19.669399,18.5,15.38,18.68,1.845,2.03,81.5,32.719299,11.27,2.02,9.63169,19.17,7.19,3.92971,14.63,2.38519,42.82,64.57,51.200001,7.68,0.343269,3.84,14.7,4.16,4.9,20.67,1.79961,13.83,2.61,6.23567,14.5726,5.56,5.48,4.77,9.64788,6.36,8.98047,5.48308,2.9,34.008499,29.392099,8.843069999999999,27.85,33.218102,16.540001
2015-07-27,5.32,15.8,8.42,5.02036,4.21,3.29524,14.18,6.37,32.110001000000004,24.040001,8.76685,1.35,43.419998,1.485,13.0,25.52,6.07552,13.42,0.9003209999999999,3.37,10.97,10.59,85.626099,9.1,6.96,4.66,23.24,91.93,12.1,94.650002,34.07,13.48,0.697535,39.209999,4.33962,7.73,1.0306799999999998,6.87714,36.150002,1.71,6.9,6.5,3.25274,4.48,4.32076,5.94262,7.45,3.64,19.600201,18.49,15.38,18.66,1.875,2.04,81.300003,32.719299,11.78,2.17,9.75417,19.200001,7.26,4.01491,14.67,2.38519,43.720001,64.900002,51.189999,7.65,0.362885,3.95,14.6,4.24,4.9,20.620001,1.81939,13.8,2.62,6.1747,14.655,5.56,5.49,4.84,9.56009,6.39,9.05907,5.51255,2.96,34.127701,29.4063,8.60788,27.83,33.415501,16.4
2015-07-28,5.26,15.97,8.35,4.91675,4.19,3.28549,14.29,6.39,32.220001,23.360001,8.79674,1.33,43.02,1.45,13.04,25.370001,6.14075,13.52,0.895401,3.37,10.78,10.44,85.884697,9.04,7.01,4.56,23.08,90.239998,11.91,96.169998,33.799999,13.3,0.697535,38.639999,4.23585,7.64,1.0306799999999998,6.91535,35.400002,1.75,6.89,6.46,3.26271,4.46,4.28235,5.95287,7.58,3.63,19.1359,18.459999,15.35,17.99,1.875,2.06,81.839996,32.671101,11.54,2.07,10.0166,19.15,7.17,3.99361,14.69,2.35586,43.110001,64.790001,51.279999,7.53,0.357981,3.96,14.37,4.2,4.81,20.42,1.82433,13.85,2.61,6.2095400000000005,14.6241,5.43,5.48,4.79,9.58935,6.39,9.08855,5.502730000000001,2.96,33.978699,29.448999,8.66433,27.77,33.9879,16.16
2015-07-29,5.31,16.0,8.53,5.001519999999999,4.24,3.28549,14.39,6.52,32.25,24.120001,8.75689,1.35,43.459999,1.48,13.05,25.889999,6.17802,13.5,0.90524,3.56,10.83,10.44,86.133301,9.14,7.02,4.72,23.68,90.790001,12.17,97.699997,34.310001,13.45,0.692623,38.209999,4.29245,7.7,1.02577,6.858039999999999,35.93,1.88,6.96,6.52,3.2826699999999995,4.56,4.31116,5.99385,7.85,3.61,19.1161,18.9,15.44,18.200001,1.885,2.08,81.639999,32.9702,11.36,2.1,9.76292,19.299999,7.31,4.04686,14.49,2.32653,42.970001,65.099998,51.779999,7.64,0.357981,3.95,14.5,4.26,4.97,20.57,1.82928,13.81,2.68,6.2095400000000005,14.6138,5.57,5.6,4.82,9.65764,6.41,9.21628,5.57151,2.95,34.1674,29.6696,8.57966,27.82,34.491199,16.49
2015-07-30,5.29,16.299999,8.5,5.16165,4.4,3.30499,14.28,6.64,32.470001,24.639999,8.93621,1.355,43.810001,1.485,13.12,26.5,6.17802,13.69,0.949519,3.67,10.83,10.5,86.610703,9.18,7.11,4.69,23.51,90.82,12.33,96.349998,34.639999,13.52,0.687711,39.009998,4.26415,7.65,1.02577,6.83893,35.509998,1.895,6.75,6.47,3.29265,4.51,4.32076,6.06557,7.81,3.59,19.2248,18.700001,15.58,18.25,1.88,2.1,82.0,33.3465,11.26,2.08,9.92913,19.299999,7.47,3.98296,14.52,2.33631,43.299999,65.16999799999999,53.0,7.52,0.362885,3.96,14.88,4.23,4.94,20.450001,1.87872,13.85,2.69,6.47081,14.5417,5.54,5.59,4.88,9.64788,6.45,9.27523,5.6796,2.95,34.5051,30.1322,8.861880000000001,28.629999,35.211601,16.34
2015-07-31,5.3,16.68,8.57,5.04862,4.5,3.3342400000000003,14.41,6.61,32.68,25.059999,9.03584,1.39,44.450001,1.485,13.14,26.450001,6.18734,13.75,0.959358,3.63,10.88,10.85,87.08820300000001,9.28,7.17,4.73,23.799999,91.269997,12.36,98.959999,34.549999,13.63,0.697535,40.459999,4.29245,7.78,0.981602,6.86759,35.619999,1.855,6.78,6.54,3.29265,4.61,4.28235,6.03484,7.88,3.62,19.076599,18.99,15.59,18.540001,1.89,2.09,82.150002,33.549099,11.27,2.08,9.92038,19.209999,7.47,3.99361,14.6,2.38519,43.41,66.879997,52.860001,8.0,0.377596,3.96,15.1,4.25,5.02,20.67,1.91332,13.7,2.69,6.44468,14.6962,5.54,5.61,4.85,9.72593,6.49,9.34401,5.66978,3.0,34.624298,30.210501,8.654919999999999,28.6,35.181999,15.98
2015-08-03,5.31,16.48,8.62,5.0392,4.35,3.3927400000000003,14.31,6.61,32.68,25.07,8.92625,1.37,43.860001,1.435,13.15,26.18,6.32711,13.71,0.90524,3.55,10.88,10.81,86.8992,9.28,7.13,4.76,23.700001,91.07,12.3,98.830002,34.27,13.69,0.702447,40.02,4.24528,7.71,1.00614,6.83893,35.740002000000004,1.86,6.78,6.56,3.30262,4.62,4.27275,6.03484,7.68,3.64,19.165501000000003,19.25,15.58,18.459999,1.9,2.11,82.33000200000001,33.375401000000004,11.15,2.15,9.78916,19.200001,7.26,3.95101,14.56,2.34608,44.07,66.459999,52.200001,7.9,0.372692,4.01,15.17,4.29,5.12,20.700001,1.89849,13.97,2.7,6.39243,14.758,5.44,5.64,4.78,9.78446,6.44,9.29488,5.66978,2.87,34.6143,30.181999,8.33506,28.6,34.7873,15.93
2015-08-04,5.3,16.780001000000002,8.73,4.95443,4.37,3.41224,14.36,6.65,32.779999,25.299999,9.06572,1.39,44.02,1.41,13.32,25.9,6.35507,13.91,0.92492,3.58,10.91,10.89,87.555603,9.31,7.2,4.93,24.09,91.160004,12.1,100.769997,33.939999,13.75,0.722096,41.419998,4.27358,7.86,1.00614,6.79117,34.400002,1.775,6.64,6.59,3.34254,4.66,4.532,6.075819999999999,7.53,3.63,19.2446,19.48,15.71,18.639999,1.905,2.11,82.75,33.3465,10.79,2.03,9.63169,19.15,7.2,4.10011,14.74,2.35586,43.650002,67.199997,52.02,7.7,0.362885,4.03,15.3,4.31,5.1,20.860001,1.9331,13.86,2.64,6.22696,14.9846,5.48,5.76,4.85,9.87225,6.5,9.25558,5.6403,2.81,34.534901,30.6518,8.118689999999999,28.719999,34.520802,15.6
2015-08-05,5.33,16.66,8.62,4.91675,4.35,3.34399,14.25,6.61,32.580002,25.08,9.01591,1.375,43.720001,1.445,13.26,26.49,6.36439,13.85,0.92,3.59,10.83,10.91,86.8992,9.27,7.2,4.86,24.370001,91.089996,12.1,100.209999,33.5,13.49,0.70736,41.27,4.32075,7.89,0.971786,6.781619999999999,34.259998,1.885,6.79,6.55,3.30262,4.69,4.5704,6.06557,7.6,3.6,19.6397,18.719999,15.77,18.459999,1.91,2.11,82.160004,33.134201000000004,10.98,2.0,9.28177,19.15,7.03,4.07881,14.54,2.33631,43.400002,66.790001,52.98,7.53,0.372692,4.01,15.07,4.27,4.98,21.18,1.89355,13.87,2.65,6.166,14.9125,5.53,5.79,4.76,9.83323,6.43,9.23593,5.63047,2.86,34.256802,30.4454,8.231580000000001,28.52,34.382599,15.5
2015-08-06,5.16,16.42,8.71,4.803719999999999,4.28,3.34399,14.15,6.55,32.580002,24.83,8.98602,1.355,43.779999,1.435,13.09,26.690001,6.2712,13.71,0.9003209999999999,3.61,10.54,10.83,84.094398,9.19,7.16,4.79,24.08,91.110001,11.96,98.449997,33.52,13.57,0.697535,41.709999,3.83019,7.8,0.971786,6.772069999999999,34.490002000000004,1.91,6.9,6.39,3.3126,4.67,4.5704,6.0553300000000005,7.69,3.59,19.4718,18.700001,15.42,18.549999,1.875,2.09,81.0,32.4105,11.26,2.05,9.03682,18.83,6.97,4.08946,14.43,2.32653,43.299999,66.370003,53.549999,7.61,0.372692,4.02,15.04,4.22,4.96,20.82,1.88366,13.86,2.61,6.0092300000000005,14.8404,5.45,5.76,4.72,9.81372,6.4,9.21628,5.61082,2.89,33.213902000000004,30.231899,8.30684,28.120001,33.9879,15.5
2015-08-07,5.1,16.35,8.7,4.67186,4.28,3.32449,13.91,6.38,30.139999,24.75,8.8864,1.34,43.080002,1.42,12.97,25.93,6.1687,13.56,0.890481,3.61,10.49,10.69,80.8619,9.09,7.09,4.72,23.809999,89.970001,11.88,96.839996,33.139999,13.71,0.687711,41.200001,3.75472,7.64,0.927614,6.61925,33.950001,1.875,6.8,6.26,3.26271,4.68,4.51279,6.01434,7.45,3.36,19.372999,18.200001,15.13,18.41,1.845,2.05,80.08000200000001,31.667601,10.96,2.0,8.76563,15.64,6.85,4.01491,14.16,2.24833,42.950001,63.25,53.27,7.48,0.353077,3.96,14.7,4.13,4.89,20.43,1.87377,13.89,2.58,5.88731,14.7065,5.3,5.71,4.67,9.66739,6.29,8.95099,5.57151,2.84,32.131199,29.840401,8.24099,27.73,33.524101,15.35
2015-08-10,5.14,16.690001000000002,8.84,4.775469999999999,4.28,3.34399,13.83,6.38,30.6,20.84,9.01591,1.375,43.380001,1.405,12.63,26.0,6.19666,13.43,0.885561,3.57,10.55,10.82,81.69740300000001,9.17,7.14,4.74,23.99,90.040001,11.88,96.949997,32.810001,13.91,0.687711,41.150002,3.69811,7.74,0.942338,6.67656,34.080002,1.915,6.85,6.31,3.2726900000000003,4.73,4.68562,6.0553300000000005,7.54,3.51,21.4279,18.360001,15.32,18.780001,1.845,2.04,79.440002,32.150002,10.85,2.0,8.8881,16.200001,6.93,4.12141,14.13,2.26788,43.790001,64.370003,53.740002,7.45,0.362885,3.95,14.87,4.13,4.97,20.700001,1.91332,13.85,2.62,5.84376,14.7889,5.34,5.75,4.71,9.87225,6.33,9.1475,5.60099,2.86,32.459,29.4846,8.175130000000001,27.85,33.681999,15.25
2015-08-11,5.1,16.6,8.82,4.79431,4.18,3.32449,13.6,6.36,30.07,21.6,8.85651,1.37,43.25,1.415,12.07,26.34,6.19666,13.25,0.880642,3.67,10.09,10.77,81.677498,9.16,7.34,4.7,23.610001,83.559998,11.7,95.110001,32.59,14.05,0.6827989999999999,41.07,3.65094,7.59,0.996326,6.67656,34.09,1.945,6.68,6.27,3.25274,4.64,4.5416,6.0450800000000005,7.78,3.49,19.866899,18.190001,15.14,19.48,1.825,2.04,79.110001,31.3202,11.12,1.98,8.87936,16.6,7.02,4.00426,14.1,2.35586,42.830002,63.16,54.599998,7.53,0.372692,3.93,14.61,4.12,5.1,20.200001,1.88366,13.9,2.56,5.92214,14.068,5.27,5.69,4.8,9.74544,6.31,9.1082,5.5420300000000005,2.82,31.8333,29.57,7.93995,27.67,34.2938,15.0
2015-08-12,5.01,16.41,8.57,4.70953,4.07,3.2465,13.41,6.23,29.5,20.969999,8.65727,1.36,42.209999,1.36,12.02,25.200001,6.18734,13.21,0.856043,3.53,10.18,10.08,81.677498,8.98,6.99,4.62,23.110001,85.0,10.61,93.0,32.52,13.52,0.653325,42.299999,3.56604,7.54,1.00614,6.5237300000000005,32.639999,1.79,6.75,6.28,3.26271,4.61,4.42638,5.94262,7.41,3.37,20.706699,18.280001,15.01,19.559999,1.835,2.04,78.639999,30.7027,11.09,2.05,8.60816,16.08,6.8,3.99361,13.91,2.25811,41.200001,62.84,51.650002,7.5,0.392308,3.89,14.18,4.12,4.98,20.76,1.86883,13.9,2.48,5.63474,13.9547,5.09,5.7,4.7,9.59911,6.24,8.91169,5.5420300000000005,2.79,31.3764,29.214199,7.80824,26.9,33.000999,14.5
2015-08-13,5.04,16.700001,8.44,4.70012,4.1,3.25625,13.39,6.26,29.76,20.200001,8.597489999999999,1.365,42.099998,1.355,12.1,25.51,6.10348,13.03,0.816684,3.52,10.15,9.9,81.677498,8.91,7.01,4.67,23.07,85.0,10.0,92.919998,32.490002000000004,13.09,0.658237,41.130001,3.5377300000000003,7.61,1.05031,6.5237300000000005,34.900002,1.82,6.79,6.34,3.29265,4.66,4.50319,5.97336,7.42,3.35,20.6178,17.950001,14.72,19.799999,1.83,2.06,78.730003,30.8571,11.42,2.07,8.86186,16.120001000000002,6.92,3.89776,13.94,2.25811,43.849998,62.700001,51.959999,7.48,0.397212,3.84,14.1,4.13,5.15,20.48,1.88366,14.0,2.46,5.73054,13.8002,5.04,5.65,4.64,9.58935,6.1,8.852739999999999,5.4929,2.8,31.584999,29.0718,7.77061,27.0,33.603001,14.6
2015-08-14,5.06,16.93,8.46,4.596509999999999,4.21,3.28549,13.37,6.22,29.290001,21.24,8.6473,1.355,42.099998,1.33,11.86,25.32,6.0568800000000005,12.81,0.811764,3.54,10.21,9.81,81.677498,8.81,6.87,4.7,23.040001,85.0,9.84,93.150002,32.130001,12.97,0.672974,41.200001,3.5094300000000005,7.63,0.981602,6.5141800000000005,34.810001,1.785,6.71,6.32,3.2826699999999995,4.66,4.42638,5.97336,7.34,3.39,20.5387,17.950001,14.79,19.93,1.855,2.01,78.93,30.6448,10.95,1.96,8.459439999999999,15.95,6.7,3.96166,14.0,2.219,43.860001,62.459999,51.130001,7.48,0.392308,3.82,13.97,4.21,5.15,20.25,1.86883,14.0,2.37,5.21671,13.8105,5.04,5.65,4.95,9.53082,6.08,8.92152,5.47325,2.79,31.118099,28.7374,7.59187,27.0,32.408901,14.23
2015-08-17,5.24,17.15,8.53,4.48348,4.25,3.2465,13.42,6.24,29.52,21.09,8.727,1.365,42.349998,1.3,11.77,25.200001,6.10348,12.85,0.792085,3.63,10.12,9.73,81.269997,8.81,6.91,4.66,23.01,85.129997,9.69,93.870003,32.049999,12.93,0.648413,41.82,3.4528300000000005,7.66,1.01105,6.55238,34.240002000000004,1.84,6.7,6.35,3.2228,4.64,4.38797,5.94262,7.32,3.37,20.104,18.110001,14.84,19.85,1.845,2.02,78.980003,31.127199,11.44,1.97,8.36322,15.64,6.55,4.00426,13.97,2.27766,43.700001,62.279999,50.889999,7.55,0.402116,3.84,14.05,4.17,5.22,20.139999,1.87377,14.01,2.47,5.208,13.7796,4.99,5.7,5.16,9.56009,6.09,9.1082,5.39464,2.78,31.724001,28.360201,7.47898,26.9,32.162201,14.28
